timestamp,U1PosX, U1PosY, U1PosZ,U1HeadPosX, U1HeadPosY, U1HeadPosZ,U1HeadForwardX, U1HeadForwardY, U1HeadForwardZ,U1HeadUpX, U1HeadUpY, U1HeadUpZ,U1HeadCone,U1LeftEyeX,U1LeftEyeY,U1LeftEyeZ,U1RightEyeX,U1RightEyeY,U1RightEyeZ,U1GazeX,U1GazeY,U1GazeZ,U1ControllerRPosX, U1ControllerRPosY, U1ControllerRPosZ,U1ControllerREAngX, U1ControllerREAngY,  U1ControllerREAngZ,U1ControllerLPosX, U1ControllerLPosY, U1ControllerLPosZ,U1ControllerLEAngX, U1ControllerLEAngY,  U1ControllerLEAngZ,U1PointerX, U1PointerY,  U1PointerZ,U2Speech,U2PosX, U1PosY, U1PosZ,U2HeadPosX, U2HeadPosY, U2HeadPosZ,U2HeadForwardX, U2HeadForwardY, U2HeadForwardZ,U2HeadUpX, U2HeadUpY, U2HeadUpZ,U2HeadCone,U2LeftEyeX,U2LeftEyeY,U2LeftEyeZ,U2RightEyeX,U2RightEyeY,U2RightEyeZ,U2GazeX,U2GazeY,U2GazeZ,U2ControllerRPosX, U2ControllerRPosY, U2ControllerRPosZ,U2ControllerREAngX, U2ControllerREAngY,  U2ControllerREAngZ,U2ControllerLPosX, U2ControllerLPosY, U2ControllerLPosZ,U2ControllerLEAngX, U2ControllerLEAngY,  U2ControllerLEAngZ,U2PointerX, U2PointerY,  U2PointerZ,U2Speech
1.609,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
1.642,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
1.676,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
1.708,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
1.741,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
1.775,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
1.808,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
1.842,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
1.875,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
1.909,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
1.942,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
1.975,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.009,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.042,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.076,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.108,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.141,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.174,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.209,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.242,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.274,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.309,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.341,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.375,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.408,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.441,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.475,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.509,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.543,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.576,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.609,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.642,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.682,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.710,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.742,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.776,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.808,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.844,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.877,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
2.920,0.000, 0.000, 0.000,0.071, 1.566, 0.191,-0.233, 0.066, 0.970,-0.074, 0.994, -0.085,,-0.058, 0.997, -0.059,-0.058, 0.997, -0.059,-2.326, 1.504, 1.878,0.138, 1.212, 0.550,2.358, 335.295, 89.212,-0.063, 1.189, 0.518,2.586, 17.190, 276.942,null,null,null,
